Dataset,ToolIndex,NumberOfCycle,ActualHealth,AnomalyScore,IsolationForestLabel,IsAnomaly,HealthBand
TRAIN,4,13,0.7,-0.026099419246520816,1,False,EARLY_WEAR
TRAIN,4,14,0.675,-0.03475677298360591,1,False,EARLY_WEAR
TRAIN,4,15,0.65,-0.03078001829535615,1,False,EARLY_WEAR
TRAIN,4,16,0.625,-0.06411318100546837,1,False,EARLY_WEAR
TRAIN,4,17,0.6,-0.03798177616760656,1,False,EARLY_WEAR
TRAIN,4,18,0.575,-0.04964649312686187,1,False,EARLY_WEAR
TRAIN,4,19,0.55,-0.04891864643612809,1,False,EARLY_WEAR
TRAIN,4,20,0.525,-0.05700047299127414,1,False,EARLY_WEAR
TRAIN,4,21,0.5,-0.05244300664029561,1,False,EARLY_WEAR
TRAIN,4,22,0.475,-0.0418360393471951,1,False,DEGRADED
TRAIN,4,23,0.45,-0.06021895550566975,1,False,DEGRADED
TRAIN,4,24,0.425,-0.08218264455403296,1,False,DEGRADED
TRAIN,4,25,0.4,-0.059421323197789144,1,False,DEGRADED
TRAIN,4,26,0.375,-0.018323846121653886,1,False,DEGRADED
TRAIN,4,27,0.35,-0.03147187184559308,1,False,DEGRADED
TRAIN,4,28,0.325,-0.04758386528254349,1,False,DEGRADED
TRAIN,4,29,0.3,-0.006324297839875537,1,False,DEGRADED
TRAIN,4,30,0.275,0.02394734275590016,-1,True,DEGRADED
TRAIN,4,31,0.25,0.014101647922739935,-1,True,DEGRADED
TRAIN,4,32,0.225,-0.02509669576115975,1,False,CRITICAL
TRAIN,4,33,0.2,0.036716861292781844,-1,True,CRITICAL
TRAIN,4,34,0.175,0.0447462868738816,-1,True,CRITICAL
TRAIN,4,35,0.15,0.05434981797331273,-1,True,CRITICAL
TRAIN,4,36,0.125,0.016647502259086067,-1,True,CRITICAL
TRAIN,4,37,0.1,0.04629483549738478,-1,True,CRITICAL
TRAIN,4,38,0.075,0.04548146142033893,-1,True,CRITICAL
TRAIN,4,39,0.05,0.045309141425983634,-1,True,CRITICAL
TRAIN,4,40,0.025,-0.016017462302159113,1,False,CRITICAL
TRAIN,4,41,0.0,0.05241022948784002,-1,True,CRITICAL
TRAIN,5,1,1.0,-0.02965655756667207,1,False,HEALTHY
TRAIN,5,2,0.981132075,-0.022686672319948864,1,False,HEALTHY
TRAIN,5,3,0.962264151,-0.03779804313745477,1,False,HEALTHY
TRAIN,5,4,0.943396226,-0.033398757828266734,1,False,HEALTHY
TRAIN,5,5,0.924528302,0.005098874204190806,-1,True,HEALTHY
TRAIN,5,6,0.905660377,0.0027239993910752047,-1,True,HEALTHY
TRAIN,5,7,0.886792453,-0.008515547300857185,1,False,HEALTHY
TRAIN,5,8,0.867924528,-0.0506336530485017,1,False,HEALTHY
TRAIN,5,9,0.849056604,0.01821820246842709,-1,True,HEALTHY
TRAIN,5,10,0.830188679,0.0016662168877623063,-1,True,HEALTHY
TRAIN,5,12,0.79245283,-0.06022553584836954,1,False,HEALTHY
TRAIN,5,13,0.773584906,0.0024088259198966067,-1,True,HEALTHY
TRAIN,5,14,0.754716981,0.025285659137248673,-1,True,HEALTHY
TRAIN,5,15,0.735849057,-0.02451595052250427,1,False,EARLY_WEAR
TRAIN,5,17,0.698113208,0.034997476445339015,-1,True,EARLY_WEAR
TRAIN,5,18,0.679245283,0.04796919321768589,-1,True,EARLY_WEAR
TRAIN,5,19,0.660377358,0.022271952628014624,-1,True,EARLY_WEAR
TRAIN,5,20,0.641509434,0.006897945375440362,-1,True,EARLY_WEAR
TRAIN,5,21,0.622641509,0.05888765118394146,-1,True,EARLY_WEAR
TRAIN,5,22,0.603773585,0.05579127114329696,-1,True,EARLY_WEAR
TRAIN,5,23,0.58490566,0.04102960789619403,-1,True,EARLY_WEAR
TRAIN,5,25,0.547169811,0.070236416773795,-1,True,EARLY_WEAR
TRAIN,5,26,0.528301887,0.05155613649936408,-1,True,EARLY_WEAR
TRAIN,5,27,0.509433962,0.03675167952377856,-1,True,EARLY_WEAR
TRAIN,5,28,0.490566038,-0.01627305364215964,1,False,DEGRADED
TRAIN,5,29,0.471698113,0.07094122503497724,-1,True,DEGRADED
TRAIN,5,30,0.452830189,0.0508202279251293,-1,True,DEGRADED
TRAIN,5,31,0.433962264,0.05946514304656181,-1,True,DEGRADED
TRAIN,5,32,0.41509434,-0.005486252622114995,1,False,DEGRADED
TRAIN,5,33,0.396226415,0.08112506119570773,-1,True,DEGRADED
TRAIN,5,34,0.377358491,0.05738803206831622,-1,True,DEGRADED
TRAIN,5,35,0.358490566,0.05612601736750211,-1,True,DEGRADED
TRAIN,5,36,0.339622642,-0.0069440427944730265,1,False,DEGRADED
TRAIN,5,37,0.320754717,0.0800120493066222,-1,True,DEGRADED
TRAIN,5,38,0.301886792,0.05835621118211942,-1,True,DEGRADED
TRAIN,5,39,0.283018868,0.06297530424264286,-1,True,DEGRADED
TRAIN,5,40,0.264150943,-0.0035457890088662625,1,False,DEGRADED
TRAIN,5,41,0.245283019,0.090898951287114,-1,True,CRITICAL
TRAIN,5,42,0.226415094,0.0628838299004687,-1,True,CRITICAL
TRAIN,5,43,0.20754717,0.06532664413813716,-1,True,CRITICAL
TRAIN,5,44,0.188679245,0.03850262415232453,-1,True,CRITICAL
TRAIN,5,45,0.169811321,0.09068611432450835,-1,True,CRITICAL
TRAIN,5,46,0.150943396,0.0958848337182362,-1,True,CRITICAL
TRAIN,5,47,0.132075472,0.08941026605298097,-1,True,CRITICAL
TRAIN,5,48,0.113207547,0.06727920490270112,-1,True,CRITICAL
TRAIN,5,49,0.094339623,0.08694086796562162,-1,True,CRITICAL
TRAIN,5,50,0.075471698,0.06988458147385701,-1,True,CRITICAL
TRAIN,5,51,0.056603774,0.07433303589241314,-1,True,CRITICAL
TRAIN,5,52,0.037735849,0.06242694425995354,-1,True,CRITICAL
TRAIN,5,53,0.018867925,0.08816193164808728,-1,True,CRITICAL
TRAIN,5,54,0.0,0.10077903745496053,-1,True,CRITICAL
TRAIN,6,1,1.0,-0.07150889719218717,1,False,HEALTHY
TRAIN,6,3,0.931034483,-0.08173872670195798,1,False,HEALTHY
TRAIN,6,4,0.896551724,-0.030556426021220606,1,False,HEALTHY
TRAIN,6,5,0.862068966,-0.07616503994384344,1,False,HEALTHY
TRAIN,6,6,0.827586207,-0.057813799895467366,1,False,HEALTHY
TRAIN,6,7,0.793103448,-0.08819005490893694,1,False,HEALTHY
TRAIN,6,8,0.75862069,-0.09341733560046378,1,False,HEALTHY
TRAIN,6,9,0.724137931,-0.07035171488926295,1,False,EARLY_WEAR
TRAIN,6,10,0.689655172,-0.050485602509440064,1,False,EARLY_WEAR
TRAIN,6,11,0.655172414,-0.07592973801510183,1,False,EARLY_WEAR
TRAIN,6,12,0.620689655,-0.08763627759714165,1,False,EARLY_WEAR
TRAIN,6,13,0.586206897,-0.05284060544098823,1,False,EARLY_WEAR
TRAIN,6,14,0.551724138,-0.05390543083653204,1,False,EARLY_WEAR
TRAIN,6,15,0.517241379,-0.048789324387410515,1,False,EARLY_WEAR
TRAIN,6,16,0.482758621,-0.05038329494083976,1,False,DEGRADED
TRAIN,6,17,0.448275862,-0.024034127397478844,1,False,DEGRADED
TRAIN,6,18,0.413793103,0.014996669929807305,-1,True,DEGRADED
TRAIN,6,19,0.379310345,-0.011941757717725376,1,False,DEGRADED
TRAIN,6,20,0.344827586,-0.025675963657540157,1,False,DEGRADED
TRAIN,6,21,0.310344828,0.007492163598750545,-1,True,DEGRADED
TRAIN,6,22,0.275862069,0.038008900710012505,-1,True,DEGRADED
TRAIN,6,23,0.24137931,0.02404197316614831,-1,True,CRITICAL
TRAIN,6,24,0.206896552,0.0009805866478387881,-1,True,CRITICAL
TRAIN,6,25,0.172413793,0.047093293951615434,-1,True,CRITICAL
TRAIN,6,26,0.137931034,0.054471261672207394,-1,True,CRITICAL
TRAIN,6,27,0.103448276,0.04236424597852306,-1,True,CRITICAL
TRAIN,6,28,0.068965517,0.018762879496402207,-1,True,CRITICAL
TRAIN,6,30,0.0,0.06475288852192373,-1,True,CRITICAL
TRAIN,7,1,1.0,-0.056765686830884066,1,False,HEALTHY
TRAIN,7,2,0.992063492,-0.08355995077178602,1,False,HEALTHY
TRAIN,7,3,0.984126984,-0.09022828140795569,1,False,HEALTHY
TRAIN,7,4,0.976190476,-0.08790933247161714,1,False,HEALTHY
TRAIN,7,5,0.968253968,-0.09663488520867314,1,False,HEALTHY
TRAIN,7,6,0.96031746,-0.08943825874856176,1,False,HEALTHY
TRAIN,7,7,0.952380952,-0.0943916452525404,1,False,HEALTHY
TRAIN,7,8,0.944444444,-0.08117207823102074,1,False,HEALTHY
TRAIN,7,9,0.936507937,-0.08900568411658855,1,False,HEALTHY
TRAIN,7,10,0.928571429,-0.09835565641300159,1,False,HEALTHY
TRAIN,7,11,0.920634921,-0.09462431989269826,1,False,HEALTHY
TRAIN,7,12,0.912698413,-0.09610691785852093,1,False,HEALTHY
TRAIN,7,13,0.904761905,-0.0925663177068135,1,False,HEALTHY
TRAIN,7,14,0.896825397,-0.08864920053335917,1,False,HEALTHY
TRAIN,7,15,0.888888889,-0.01939890244277348,1,False,HEALTHY
TRAIN,7,16,0.880952381,-0.03280557123625588,1,False,HEALTHY
TRAIN,7,17,0.873015873,-0.09920013241660508,1,False,HEALTHY
TRAIN,7,18,0.865079365,-0.10481375450285457,1,False,HEALTHY
TRAIN,7,19,0.857142857,-0.10355381524877583,1,False,HEALTHY
TRAIN,7,22,0.833333333,-0.07723527069674968,1,False,HEALTHY
TRAIN,7,23,0.825396825,-0.08881570722941834,1,False,HEALTHY
TRAIN,7,24,0.817460317,-0.08642798697904747,1,False,HEALTHY
TRAIN,7,25,0.80952381,-0.09682755768582463,1,False,HEALTHY
TRAIN,7,26,0.801587302,-0.08805011892209808,1,False,HEALTHY
TRAIN,7,27,0.793650794,-0.0331734100748306,1,False,HEALTHY
TRAIN,7,28,0.785714286,-0.07929692394605986,1,False,HEALTHY
TRAIN,7,29,0.777777778,-0.0677403317171078,1,False,HEALTHY
TRAIN,7,30,0.76984127,-0.0544612082866579,1,False,HEALTHY
TRAIN,7,31,0.761904762,-0.0945143714513183,1,False,HEALTHY
TRAIN,7,32,0.753968254,-0.10815477521533917,1,False,HEALTHY
TRAIN,7,33,0.746031746,-0.10053190382623994,1,False,EARLY_WEAR
TRAIN,7,34,0.738095238,-0.10262273318950677,1,False,EARLY_WEAR
TRAIN,7,35,0.73015873,-0.09436285045188086,1,False,EARLY_WEAR
TRAIN,7,36,0.722222222,-0.07515879109138723,1,False,EARLY_WEAR
TRAIN,7,37,0.714285714,-0.0775982284748224,1,False,EARLY_WEAR
TRAIN,7,38,0.706349206,-0.09213307322412512,1,False,EARLY_WEAR
TRAIN,7,39,0.698412698,-0.10151872687239083,1,False,EARLY_WEAR
TRAIN,7,40,0.69047619,-0.10148424416024998,1,False,EARLY_WEAR
TRAIN,7,41,0.682539683,-0.08282050101361393,1,False,EARLY_WEAR
TRAIN,7,42,0.674603175,-0.0978715392187558,1,False,EARLY_WEAR
TRAIN,7,43,0.666666667,-0.0482369677605492,1,False,EARLY_WEAR
TRAIN,7,44,0.658730159,-0.037300439682422415,1,False,EARLY_WEAR
TRAIN,7,45,0.650793651,-0.05626739672524711,1,False,EARLY_WEAR
TRAIN,7,46,0.642857143,-0.010495427233963517,1,False,EARLY_WEAR
TRAIN,7,47,0.634920635,-0.0899517270750535,1,False,EARLY_WEAR
TRAIN,7,48,0.626984127,-0.08587171819984141,1,False,EARLY_WEAR
TRAIN,7,49,0.619047619,-0.08929626141307562,1,False,EARLY_WEAR
TRAIN,7,50,0.611111111,-0.051397399931670584,1,False,EARLY_WEAR
TRAIN,7,51,0.603174603,-0.04553959439157995,1,False,EARLY_WEAR
TRAIN,7,52,0.595238095,-0.05810358305990215,1,False,EARLY_WEAR
TRAIN,7,53,0.587301587,-0.059506899097571564,1,False,EARLY_WEAR
TRAIN,7,54,0.579365079,-0.08647801712294301,1,False,EARLY_WEAR
TRAIN,7,55,0.571428571,-0.0784419288490259,1,False,EARLY_WEAR
TRAIN,7,56,0.563492063,-0.09373740138640962,1,False,EARLY_WEAR
TRAIN,7,57,0.555555556,-0.03907536868308292,1,False,EARLY_WEAR
TRAIN,7,58,0.547619048,0.005508779336410863,-1,True,EARLY_WEAR
TRAIN,7,59,0.53968254,-0.06015987394361055,1,False,EARLY_WEAR
TRAIN,7,60,0.531746032,-0.0791329251013651,1,False,EARLY_WEAR
TRAIN,7,61,0.523809524,-0.0908480095655072,1,False,EARLY_WEAR
TRAIN,7,62,0.515873016,-0.08805436585277732,1,False,EARLY_WEAR
TRAIN,7,63,0.507936508,-0.09999363063927347,1,False,EARLY_WEAR
TRAIN,7,64,0.5,-0.03565375213212141,1,False,EARLY_WEAR
TRAIN,7,65,0.492063492,-0.043016308730999764,1,False,DEGRADED
TRAIN,7,66,0.484126984,-0.06167721534648313,1,False,DEGRADED
TRAIN,7,67,0.476190476,-0.07161477696405855,1,False,DEGRADED
TRAIN,7,68,0.468253968,-0.07121108183554331,1,False,DEGRADED
TRAIN,7,69,0.46031746,-0.08426407857787815,1,False,DEGRADED
TRAIN,7,70,0.452380952,-0.09390698603955083,1,False,DEGRADED
TRAIN,7,71,0.444444444,0.05774986466947385,-1,True,DEGRADED
TRAIN,7,72,0.436507937,-0.005167363876435793,1,False,DEGRADED
TRAIN,7,73,0.428571429,-0.041847594573210745,1,False,DEGRADED
TRAIN,7,74,0.420634921,-0.05164532963864249,1,False,DEGRADED
TRAIN,7,75,0.412698413,-0.08255349972392984,1,False,DEGRADED
TRAIN,7,76,0.404761905,-0.08845086119391399,1,False,DEGRADED
TRAIN,7,77,0.396825397,-0.08540353512926041,1,False,DEGRADED
TRAIN,7,78,0.388888889,0.007951530261736617,-1,True,DEGRADED
TRAIN,7,79,0.380952381,-0.022973549725609166,1,False,DEGRADED
TRAIN,7,80,0.373015873,-0.03645550142430071,1,False,DEGRADED
TRAIN,7,81,0.365079365,-0.056761048545536374,1,False,DEGRADED
TRAIN,7,82,0.357142857,-0.06585789846502799,1,False,DEGRADED
TRAIN,7,83,0.349206349,-0.07795862076337984,1,False,DEGRADED
TRAIN,7,84,0.341269841,-0.09563893757819447,1,False,DEGRADED
TRAIN,7,85,0.333333333,0.006879348203947755,-1,True,DEGRADED
TRAIN,7,86,0.325396825,0.08007136882288213,-1,True,DEGRADED
TRAIN,7,87,0.317460317,0.020608524334970624,-1,True,DEGRADED
TRAIN,7,88,0.30952381,-0.005669805296932784,1,False,DEGRADED
TRAIN,7,89,0.301587302,-0.031843869691869364,1,False,DEGRADED
TRAIN,7,90,0.293650794,-0.04971738192519326,1,False,DEGRADED
TRAIN,7,91,0.285714286,-0.06607877000927853,1,False,DEGRADED
TRAIN,7,92,0.277777778,0.03857439995931977,-1,True,DEGRADED
TRAIN,7,93,0.26984127,0.033305260645158374,-1,True,DEGRADED
TRAIN,7,94,0.261904762,0.03888209832000311,-1,True,DEGRADED
TRAIN,7,95,0.253968254,0.0033681332118161156,-1,True,DEGRADED
TRAIN,7,96,0.246031746,-0.021585248543373015,1,False,CRITICAL
TRAIN,7,97,0.238095238,-0.04799192365648963,1,False,CRITICAL
TRAIN,7,98,0.23015873,-0.06812221378831884,1,False,CRITICAL
TRAIN,7,99,0.222222222,0.032602890475998514,-1,True,CRITICAL
TRAIN,7,100,0.214285714,0.04311619355142904,-1,True,CRITICAL
TRAIN,7,101,0.206349206,0.03359972409502365,-1,True,CRITICAL
TRAIN,7,102,0.198412698,0.009934975758936038,-1,True,CRITICAL
TRAIN,7,103,0.19047619,0.07983787557610211,-1,True,CRITICAL
TRAIN,7,104,0.182539683,-0.04614402716455912,1,False,CRITICAL
TRAIN,7,105,0.174603175,-0.07888145009975567,1,False,CRITICAL
TRAIN,7,106,0.166666667,0.033581999403580864,-1,True,CRITICAL
TRAIN,7,107,0.158730159,0.043956001322012606,-1,True,CRITICAL
TRAIN,7,108,0.150793651,0.04178987783512622,-1,True,CRITICAL
TRAIN,7,109,0.142857143,0.02336812690331913,-1,True,CRITICAL
TRAIN,7,110,0.134920635,-0.014309589099144593,1,False,CRITICAL
TRAIN,7,111,0.126984127,-0.04125079852397756,1,False,CRITICAL
TRAIN,7,112,0.119047619,-0.07348594016465271,1,False,CRITICAL
TRAIN,7,113,0.111111111,0.029975858438666347,-1,True,CRITICAL
TRAIN,7,114,0.103174603,0.04177528733624902,-1,True,CRITICAL
TRAIN,7,115,0.095238095,0.027081665542980193,-1,True,CRITICAL
TRAIN,7,116,0.087301587,0.025295704526532847,-1,True,CRITICAL
TRAIN,7,117,0.079365079,-0.010588403185338047,1,False,CRITICAL
TRAIN,7,118,0.071428571,-0.036879736984588796,1,False,CRITICAL
TRAIN,7,119,0.063492063,-0.05642575110659992,1,False,CRITICAL
TRAIN,7,120,0.055555556,0.015400627567497494,-1,True,CRITICAL
TRAIN,7,121,0.047619048,0.08590636495340942,-1,True,CRITICAL
TRAIN,7,122,0.03968254,0.09165543239868257,-1,True,CRITICAL
TRAIN,7,123,0.031746032,0.021742357226035458,-1,True,CRITICAL
TRAIN,7,124,0.023809524,0.05482986235008236,-1,True,CRITICAL
TRAIN,7,125,0.015873016,0.10034834836279016,-1,True,CRITICAL
TRAIN,7,127,0.0,0.06377587867207024,-1,True,CRITICAL
TRAIN,8,1,1.0,-0.04728642901944552,1,False,HEALTHY
TRAIN,8,2,0.991304348,-0.09108957543482943,1,False,HEALTHY
TRAIN,8,3,0.982608696,-0.09752524766230514,1,False,HEALTHY
TRAIN,8,4,0.973913043,0.007589051174451467,-1,True,HEALTHY
TRAIN,8,5,0.965217391,-0.09204860722022112,1,False,HEALTHY
TRAIN,8,6,0.956521739,-0.08389941981028348,1,False,HEALTHY
TRAIN,8,7,0.947826087,-0.0917373613952942,1,False,HEALTHY
TRAIN,8,8,0.939130435,0.004764543640598584,-1,True,HEALTHY
TRAIN,8,9,0.930434783,-0.0851106687507947,1,False,HEALTHY
TRAIN,8,10,0.92173913,0.01946222195289693,-1,True,HEALTHY
TRAIN,8,11,0.913043478,-0.07719351396930396,1,False,HEALTHY
TRAIN,8,12,0.904347826,-0.07509991116640896,1,False,HEALTHY
TRAIN,8,13,0.895652174,-0.07574878191505352,1,False,HEALTHY
TRAIN,8,14,0.886956522,-0.08403513828065085,1,False,HEALTHY
TRAIN,8,15,0.87826087,0.05025544621948075,-1,True,HEALTHY
TRAIN,8,16,0.869565217,-0.00041655422194059044,1,False,HEALTHY
TRAIN,8,17,0.860869565,-0.022473024475420544,1,False,HEALTHY
TRAIN,8,18,0.852173913,-0.09794960868918046,1,False,HEALTHY
TRAIN,8,19,0.843478261,-0.0958504229631118,1,False,HEALTHY
TRAIN,8,20,0.834782609,-0.08936527288556284,1,False,HEALTHY
TRAIN,8,21,0.826086957,-0.09598078368842577,1,False,HEALTHY
TRAIN,8,22,0.817391304,-0.054792523033110274,1,False,HEALTHY
TRAIN,8,23,0.808695652,-0.0875882297420491,1,False,HEALTHY
TRAIN,8,24,0.8,-0.08848514035244143,1,False,HEALTHY
TRAIN,8,25,0.791304348,-0.09028704155876777,1,False,HEALTHY
TRAIN,8,26,0.782608696,-0.08634387207031968,1,False,HEALTHY
TRAIN,8,27,0.773913043,-0.07712559069959801,1,False,HEALTHY
TRAIN,8,28,0.765217391,-0.07580015466780116,1,False,HEALTHY
TRAIN,8,29,0.756521739,-0.06707517669433216,1,False,HEALTHY
TRAIN,8,30,0.747826087,-0.09483616057503541,1,False,EARLY_WEAR
TRAIN,8,31,0.739130435,-0.09921443507672906,1,False,EARLY_WEAR
TRAIN,8,32,0.730434783,-0.036989638412879444,1,False,EARLY_WEAR
TRAIN,8,33,0.72173913,-0.10028723636800824,1,False,EARLY_WEAR
TRAIN,8,34,0.713043478,-0.09476561113089416,1,False,EARLY_WEAR
TRAIN,8,35,0.704347826,-0.07117230015698023,1,False,EARLY_WEAR
TRAIN,8,36,0.695652174,-0.0532283715496496,1,False,EARLY_WEAR
TRAIN,8,37,0.686956522,-0.07705102369177474,1,False,EARLY_WEAR
TRAIN,8,38,0.67826087,-0.09113500079649628,1,False,EARLY_WEAR
TRAIN,8,39,0.669565217,-0.07702205078963609,1,False,EARLY_WEAR
TRAIN,8,40,0.660869565,-0.0897288770316283,1,False,EARLY_WEAR
TRAIN,8,41,0.652173913,-0.08910030806946057,1,False,EARLY_WEAR
TRAIN,8,42,0.643478261,-0.07725684595007382,1,False,EARLY_WEAR
TRAIN,8,43,0.634782609,-0.05230385693710976,1,False,EARLY_WEAR
TRAIN,8,44,0.626086957,-0.0954815768535967,1,False,EARLY_WEAR
TRAIN,8,45,0.617391304,-0.09782139981251031,1,False,EARLY_WEAR
TRAIN,8,46,0.608695652,-0.09626794015480611,1,False,EARLY_WEAR
TRAIN,8,47,0.6,-0.08494430360036048,1,False,EARLY_WEAR
TRAIN,8,48,0.591304348,-0.09195849063143835,1,False,EARLY_WEAR
TRAIN,8,49,0.582608696,-0.09238166294105399,1,False,EARLY_WEAR
TRAIN,8,50,0.573913043,-0.04814283252316115,1,False,EARLY_WEAR
TRAIN,8,51,0.565217391,-0.09597342714366502,1,False,EARLY_WEAR
TRAIN,8,52,0.556521739,-0.09463965308134181,1,False,EARLY_WEAR
TRAIN,8,53,0.547826087,-0.09509462890314369,1,False,EARLY_WEAR
TRAIN,8,54,0.539130435,-0.09779034418131238,1,False,EARLY_WEAR
TRAIN,8,55,0.530434783,-0.06937026096050147,1,False,EARLY_WEAR
TRAIN,8,56,0.52173913,-0.08426285461572547,1,False,EARLY_WEAR
TRAIN,8,57,0.513043478,-0.03185124350080826,1,False,EARLY_WEAR
TRAIN,8,58,0.504347826,-0.08818843296269091,1,False,EARLY_WEAR
TRAIN,8,59,0.495652174,-0.09143989819806098,1,False,DEGRADED
TRAIN,8,60,0.486956522,-0.08967015749686341,1,False,DEGRADED
TRAIN,8,61,0.47826087,-0.08218470097139585,1,False,DEGRADED
TRAIN,8,62,0.469565217,-0.09157286125868647,1,False,DEGRADED
TRAIN,8,63,0.460869565,-0.08473980935502162,1,False,DEGRADED
TRAIN,8,64,0.452173913,-0.06698312004652468,1,False,DEGRADED
TRAIN,8,65,0.443478261,-0.07713323001300226,1,False,DEGRADED
TRAIN,8,66,0.434782609,-0.10529919184925302,1,False,DEGRADED
TRAIN,8,67,0.426086957,-0.10137316951602221,1,False,DEGRADED
TRAIN,8,68,0.417391304,-0.07151655895772135,1,False,DEGRADED
TRAIN,8,69,0.408695652,-0.07842928297068186,1,False,DEGRADED
TRAIN,8,70,0.4,-0.07572520850343162,1,False,DEGRADED
TRAIN,8,71,0.391304348,-0.044038561699702106,1,False,DEGRADED
TRAIN,8,72,0.382608696,-0.09951454277535793,1,False,DEGRADED
TRAIN,8,73,0.373913043,-0.10214105865536854,1,False,DEGRADED
TRAIN,8,74,0.365217391,-0.10349511165846548,1,False,DEGRADED
TRAIN,8,75,0.356521739,-0.09905694482574867,1,False,DEGRADED
TRAIN,8,76,0.347826087,-0.09344910074991336,1,False,DEGRADED
TRAIN,8,77,0.339130435,-0.08624519301124434,1,False,DEGRADED
TRAIN,8,78,0.330434783,-0.06284000528964473,1,False,DEGRADED
TRAIN,8,79,0.32173913,-0.09514335147084002,1,False,DEGRADED
TRAIN,8,80,0.313043478,-0.10153873975531208,1,False,DEGRADED
TRAIN,8,81,0.304347826,-0.09576494424489296,1,False,DEGRADED
